,service,description,status,vendor,year,label_service_name,label_service_category,label_start_time,label_end_time,label_overday_flag,label_timezone,label_location,label_user_symptom,label_user_symptom_category,label_root_cause,label_root_cause_category
722,AWS Internet Connectivity (Ohio),"<div><span class=""yellowfg"">12:26 PM PST</span>&nbsp;We are investigating an issue which may be impacting Internet connectivity between some customer networks and the US-EAST-2 Region.</div><div><span class=""yellowfg"">12:51 PM PST</span>&nbsp;We can confirm an issue which is impacting Internet connectivity for the US-EAST-2 Region, and are attempting multiple parallel mitigation paths. Connectivity between instances within the US-EAST-2 Region, in-between AWS Regions, and Direct Connect traffic is not impacted by the event.  Some customers may be experiencing VPN connectivity due to this issue.</div><div><span class=""yellowfg"">12:59 PM PST</span>&nbsp;We are beginning to see signs of recovery, and continue to work toward full resolution.</div><div><span class=""yellowfg""> 1:06 PM PST</span>&nbsp;Between 11:34 AM and 12:51 PM PST, customers experienced Internet connectivity issues for some networks to and from the US-EAST-2 Region. Connectivity between instances within the Region, in between Regions, and Direct Connect connectivity were not impacted by this issue. The issue has been resolved and connectivity has been fully restored.</div>",[RESOLVED] Internet Connectivity,AWS,2022,AWS Internet Connectivity,network,11:34,12:51,0,PST,Ohio,customers experienced Internet connectivity issues for some networks to and from the US-EAST-2 Region.,UNAVIL,UNKNOWN,
323,Amazon Route 53 Resolver (N. Virginia),"<div><span class=""yellowfg"">11:29 AM PST</span>&nbsp;We are investigating intermittent increased DNS query timeouts in a single Availability Zone (use1-az6) of the US-EAST-1 Region. We are already seeing recovery but are working to confirm.</div><div><span class=""yellowfg"">11:42 AM PST</span>&nbsp;Between 9:51 AM and 10:02 AM, and between 10:41 AM and 11:10 AM PST, customers experienced increased DNS query timeouts in a single Availability Zone (use1-az6) of the US-EAST-1 Region. The issue has been resolved and all DNS queries are being answered normally.</div>",[RESOLVED] Increased DNS query timeouts,AWS,2020,Amazon Route 53 Resolver,network,09:51,10:02,0,PST,N. Virginia,customers experienced increased DNS query timeouts in a single Availability Zone (use1-az6) of the US-EAST-1 Region.,DELAY,UNKNOWN,
208,Amazon CloudFront,"<div><span class=""yellowfg""> 1:43 AM PST</span>&nbsp;We are investigating longer than usual propagation times to propagate certain configuration changes made either via console, CloudFront APIs, or AWS CloudFormation templates to some of our edge locations. End-user requests for content from our edge locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg""> 2:39 AM PST</span>&nbsp;We can confirm longer than usual propagation times to propagate configuration changes made either via console, CloudFront APIs, or AWS CloudFormation templates to some of our edge locations, and continue to work toward resolution. End-user requests for content from our edge locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg""> 4:03 AM PST</span>&nbsp;We continue to work on mitigating the cause of longer than usual propagation times to propagate configuration changes made either via console, CloudFront APIs, or AWS CloudFormation templates to some of our edge locations. End-user requests for content from our edge locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg""> 6:23 AM PST</span>&nbsp;Between November 5 9:52 PM and November 6 6:00 AM PST, we experienced intermittent delays in propagating CloudFront distribution changes to some edge locations. End-user requests for content from our edge locations were not affected. The issue has been resolved and the service is operating normally. </div>",[RESOLVED] Change Propagation Delays,AWS,2020,Amazon CloudFront,network,21:52,06:00,1,PST,UNKNOWN,we experienced intermittent delays in propagating CloudFront distribution changes to some edge locations.,DELAY,UNKNOWN,
162,Amazon Route 53,"<div><span class=""yellowfg"">11:21 AM PDT</span>&nbsp;We are investigating increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.</div><div><span class=""yellowfg"">11:28 AM PDT</span>&nbsp;We are investigating increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Create Hosted Zone, Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.</div><div><span class=""yellowfg"">12:06 PM PDT</span>&nbsp;We continue to investigate increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Create Hosted Zone, Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.</div><div><span class=""yellowfg"">12:35 PM PDT</span>&nbsp;We have identified the root cause and continue to work toward recovery. This may also impact provisioning workflows for other AWS services that use Route 53 for their DNS names. Queries to existing DNS records are not affected by this issue.</div><div><span class=""yellowfg""> 2:01 PM PDT</span>&nbsp;DNS updates are being accepted by the Route 53 API and Console, however an error is preventing the updates from being propagated from the Route53 API system to the live DNS servers. We have identified the root cause of this propagation error and are actively working towards resolution. This issue is impacting provisioning workflows for other AWS services that use Route 53 for their DNS names. Queries to DNS records present at the beginning of this issue are not affected and are being answered normally.</div><div><span class=""yellowfg""> 4:00 PM PDT</span>&nbsp;Some DNS changes are now propagating to the live DNS servers.  We continue to work towards full recovery.</div><div><span class=""yellowfg""> 5:18 PM PDT</span>&nbsp;We are observing steady recovery, with the oldest changes propagating first. We are continuing to work through the backlog of queued changes.</div><div><span class=""yellowfg""> 6:30 PM PDT</span>&nbsp;The backlog of queued changes continues to propagate. We have taken steps to accelerate recovery.</div><div><span class=""yellowfg""> 7:35 PM PDT</span>&nbsp;We have now propagated more than half of the backlog of queued changes and are continuing to work on the remainder.</div><div><span class=""yellowfg""> 8:23 PM PDT</span>&nbsp;We have processed the majority of the backlog of queued changes for Route 53 Public DNS. Private DNS changes are still experiencing propagation delays. Until we have fully recovered, customers may receive an error for the following APIs: CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone. We continue to work towards full recovery.</div><div><span class=""yellowfg"">10:08 PM PDT</span>&nbsp;As of 8:34 PM PDT, we have resolved the issue resulting in Route 53 Public DNS propagation delays. At this time, Route 53 Private DNS changes are still experiencing propagation delays. Until we have fully recovered, customers will continue to receive errors for the following APIs: CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone.</div><div><span class=""yellowfg"">11:51 PM PDT</span>&nbsp;We continue to make progress towards restoring propagation for Route 53 Private DNS changes and resolving increased API errors for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone Route 53 API calls. A majority of our hosts have processed all updates, and we are working to accelerate recovery of the remaining hosts.</div><div><span class=""yellowfg"">May 11,  1:41 AM PDT</span>&nbsp;We have restored propagation for Route 53 Private DNS changes. We continue to work on resolving increased API errors for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone Route 53 API calls.</div><div><span class=""yellowfg"">May 11,  2:39 AM PDT</span>&nbsp;Between May 10 10:50 AM and May 11 2:18 AM PDT we experienced increased change propagation latency and elevated error rates for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone and DisassociateVPCFromHostedZone calls to the Route 53 API. During this entire duration there were no issues serving DNS queries. The issue has been resolved and the service is now operating normally.</div>",[RESOLVED] Change Propagation Delays & API Errors,AWS,2020,Amazon Route 53,network,10:50,02:18,1,PDT,UNKNOWN,"we experienced increased change propagation latency and elevated error rates for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone and DisassociateVPCFromHostedZone calls to the Route 53 API.","ERROR, DELAY",UNKNOWN,
324,Amazon CloudFront,"<div><span class=""yellowfg""> 3:55 PM PST</span>&nbsp;We are investigating longer than usual propagation times for changes to CloudFront configurations to few of our edge locations. End-user requests for content from our edge locations are not affected by this issue and are being served normally. </div><div><span class=""yellowfg""> 4:25 PM PST</span>&nbsp;We have identified the root cause of the longer than usual propagation times for changes to CloudFront configurations. We continue to work toward resolution. End-user requests for content from our edge locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg""> 4:42 PM PST</span>&nbsp;Between 2:21 PM and 4:23 PM PST customers may have experienced longer than usual propagation times while making changes to CloudFront configurations. End-user requests for content from edge locations were not affected. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Change Propagation Delays,AWS,2020,Amazon CloudFront,network,14:21,16:23,0,PST,UNKNOWN,customers may have experienced longer than usual propagation times while making changes to CloudFront configurations.,DELAY,UNKNOWN,
119,Amazon Route 53,"<div><span class=""yellowfg""> 8:00 PM PST</span>&nbsp;We are investigating increased propagation times of DNS edits to Route 53 DNS servers. Queries to existing DNS records are not affected by this issue and are being answered normally.</div><div><span class=""yellowfg""> 8:19 PM PST</span>&nbsp;We continue to investigate increased propagation times of DNS edits to the Route 53 DNS servers. This issue will also affect provisioning of services such as EFS, ElasticBeanstalk, CloudFormation, and Amazon MQ. Queries to existing DNS records are not affected by this issue. </div><div><span class=""yellowfg""> 8:51 PM PST</span>&nbsp;Between 7:34 PM and 8:45 PM PST we experienced increased propagation times of DNS edits. Queries to existing DNS records were not affected by this issue. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Increased Change Propagation Time,AWS,2020,Amazon Route 53,network,19:34,20:45,0,PST,UNKNOWN,we experienced increased propagation times of DNS edits.,DELAY,UNKNOWN,
675,Amazon CloudFront,"<div><span class=""yellowfg""> 1:58 PM PDT</span>&nbsp;We are investigating delays in propagating changes to CloudFront distributions to our edge locations. This is related to the ACM issue in the US-EAST-1 Region that we have posted to the Service Health Dashboard. Existing distributions continue to operate normally and there is no impact to serving content from our edge locations.</div><div><span class=""yellowfg""> 4:08 PM PDT</span>&nbsp;CloudFront distribution changes continue to be affected by the AWS Certificate Manager issue in US-EAST-1. ACM is continuing to make progress towards recovery, but change propagation for CloudFront distribution changes will continue to be affected until the ACM issue is fully mitigated. At that point, we will begin to process the backlog of distribution changes. The backlog of changes may take additional time to complete. Existing distributions continue to operate normally and there is no impact to serving content from our edge locations.</div><div><span class=""yellowfg""> 5:06 PM PDT</span>&nbsp;We are starting to see some ACM API calls succeed for CloudFront and we are starting to propagate changes for CloudFront distributions to our edge locations. ACM is continuing to make progress towards recovery. Existing distributions continue to operate normally and there is no impact to serving content from our edge locations.</div><div><span class=""yellowfg""> 6:11 PM PDT</span>&nbsp;We continue to process the backlog of distribution changes and propagate the updates to our edge locations. Existing distributions continue to operate normally and there is no impact to serving content from our edge locations.</div><div><span class=""yellowfg""> 7:38 PM PDT</span>&nbsp;Between 11:45 AM and 7:25 PM PDT, we experienced delays in propagating changes to CloudFront distributions to our edge locations due to the ACM issue in US-EAST-1. This issue has been resolved and the service is operating normally. During this time, previous configured distributions continued to operate without any issues and there were no issues with serving content from our CloudFront edge locations.</div>",[RESOLVED] Propagation Delays,AWS,2022,Amazon CloudFront,network,11:45,19:25,0,PDT,UNKNOWN,we experienced delays in propagating changes to CloudFront distributions to our edge locations due to the ACM issue in US-EAST-1.,DELAY,UNKNOWN,
257,Amazon CloudFront,"<div><span class=""yellowfg""> 4:28 PM PDT</span>&nbsp;We are investigating elevated error rates and elevated latency in multiple edge locations. </div><div><span class=""yellowfg""> 5:08 PM PDT</span>&nbsp;We can confirm elevated error rates and high latency accessing content from multiple Edge Locations, which is also contributing to longer than usual propagation times for changes to CloudFront configurations. We have identified the root cause and continue to work toward resolution.</div><div><span class=""yellowfg""> 5:54 PM PDT</span>&nbsp;We are beginning to see recovery for the elevated error rates and high latency accessing content from multiple Edge Locations. Error rates have recovered for all locations except for Europe. Additionally, we continue to work toward recovery for the increased delays in propagating configuration changes to Cloudfront Distributions. </div><div><span class=""yellowfg""> 6:21 PM PDT</span>&nbsp;Starting 3:18 PM PDT, we experienced elevated error rates and high latency accessing content from multiple Edge Locations. The elevated error rates and elevated latency accessing content were fully recovered at 5:48 PM PDT. During this time, customers may also have experienced longer than usual change propagation delays for CloudFront configurations and invalidations. The backlog of CloudFront configuration changes and invalidations were fully processed by 6:14 PM PDT. All issues have been fully resolved and the system is operating normally.</div>",[RESOLVED] CloudFront High error rates,AWS,2020,Amazon CloudFront,network,15:18,17:48,0,PDT,UNKNOWN,we experienced elevated error rates and high latency accessing content from multiple Edge Locations.,"ERROR, DELAY",UNKNOWN,
389,Amazon Route 53,"<div><span class=""yellowfg""> 8:13 PM PST</span>&nbsp;We are currently experiencing elevated error rates for the Route 53 Management Console. API and DNS queries are all being answered normally.</div><div><span class=""yellowfg""> 8:53 PM PST</span>&nbsp;We have identified the root cause for the elevated error rates on the Route 53 Management Console and are starting to see recovery. Route 53 API calls and DNS resolution continue to operate normally.</div><div><span class=""yellowfg""> 9:04 PM PST</span>&nbsp;Between 7:49 PM and 8:45 PM PST the Route 53 Management Console was experiencing elevated error rates. The issue has been resolved and the Route 53 Management Console is now operating normally. During this entire time period the Route 53 API and DNS resolution continued to function normally.</div>",[RESOLVED] Elevated error rates for Route 53 Management Console,AWS,2019,Amazon Route 53,network,19:49,20:45,0,PST,UNKNOWN,the Route 53 Management Console was experiencing elevated error rates.,ERROR,UNKNOWN,
399,Amazon Elastic Compute Cloud (Ireland),"<div><span class=""yellowfg""> 5:50 PM PST</span>&nbsp;

We are investigating DNS resolution issues from some instances in the EU-WEST-1 Region.</div><div><span class=""yellowfg""> 6:29 PM PST</span>&nbsp;We have identified the root cause of the DNS resolution issues in the EU-WEST-1 Region and continue working towards resolution.</div><div><span class=""yellowfg""> 7:00 PM PST</span>&nbsp;We continue working through DNS resolution issues in the EU-WEST-1 Region. DNS resolution for public endpoints from the Internet are operating normally.</div><div><span class=""yellowfg""> 7:07 PM PST</span>&nbsp;We continue working through DNS resolution issues which is now affecting a single Availability Zone in the EU-WEST-1 Region. DNS resolution for public endpoints from the Internet continue operating normally. </div><div><span class=""yellowfg""> 7:17 PM PST</span>&nbsp;Between 5:14 PM and 7:09 PM PST we experienced elevated DNS resolution issues for some instances in the EU-WEST-1 Region. DNS resolution for public endpoints from the Internet was not impacted during this time. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] DNS Resolution Issues,AWS,2017,Amazon Elastic Compute Cloud,compute,17:14,19:09,0,PST,Ireland,we experienced elevated DNS resolution issues for some instances in the EU-WEST-1 Region.,OTHERS,UNKNOWN,
139,Amazon CloudFront,"<div><span class=""yellowfg"">11:48 AM PDT</span>&nbsp;We’re investigating longer than usual propagation times for changes to CloudFront configurations. End-user requests for content from our edge locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg"">12:52 PM PDT</span>&nbsp;We have identified the root cause of the longer than usual propagation times for changes to CloudFront configurations. We continue to work toward resolution. </div><div><span class=""yellowfg""> 1:18 PM PDT</span>&nbsp;Between 8:50 AM and 12:59 PM PDT, we experienced longer than usual propagation times for changes to CloudFront configurations. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Change Propagation Delays,AWS,2020,Amazon CloudFront,network,08:50,12:59,0,PDT,UNKNOWN,we experienced longer than usual propagation times for changes to CloudFront configurations.,DELAY,UNKNOWN,
338,Amazon CloudFront,"<div><span class=""yellowfg""> 9:54 AM PST</span>&nbsp;We are investigating longer than usual reporting update delays for change propagation of invalidations and CloudFront configurations. Customer changes are propagating fine across our edge locations but the associated reporting is not getting updated. Also, end-user requests for content from our edge locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg"">11:17 AM PST</span>&nbsp;We are investigating longer than usual reporting update delays for change propagation of invalidations and CloudFront configurations. Customer changes are propagating fine across our edge locations but the associated reporting is not getting updated. During this time, CloudFront Access Logs, Metrics and Reporting may also be affected. End-user requests for content from our edge locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg""> 1:25 PM PST</span>&nbsp;We are working towards recovery for delays in reporting updates for change propagation of invalidations and CloudFront configurations. Customer changes are propagating fine across our edge locations but the associated reporting is not getting updated. CloudFront Access Logs, Metrics and Reporting may continue to be affected. End-user requests for content from our edge locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg""> 2:50 PM PST</span>&nbsp;Change propagation of CloudFront configurations and invalidations have recovered and are operating normally. However, CloudFront Access Logs, Metrics and Reporting continue to be affected. End-user requests for content from our Edge Locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg""> 4:16 PM PST</span>&nbsp;We are still observing partial recovery on Access Logs, Metrics and Reports but intermittent gaps and delays exist. We continue to work toward full resolution. End-user requests for content from our Edge Locations were not affected by this issue and continue to operate normally.</div><div><span class=""yellowfg""> 6:06 PM PST</span>&nbsp;We continue to work toward full resolution, and expect full recovery once the on-going Kinesis issue is resolved. Upon further recovery, we expect Access Logs, Metrics and Reports to fully recover and start backfilling over time for those queued during the impact.</div><div><span class=""yellowfg""> 9:44 PM PST</span>&nbsp;CloudFront Access Logs, Metrics, and Reporting continues to be affected by the Kinesis event but we are observing improving recovery. CloudFront edge locations are serving traffic as expected. Change propagation and cache invalidation times are operating within normal time windows.</div><div><span class=""yellowfg"">11:51 PM PST</span>&nbsp;Between 5:41 AM and 2:40 PM PST, we experienced longer than usual reporting delays for Invalidations and CloudFront configurations to edge locations. Customer changes were propagating normally across our edge locations during this time but the associated reporting was not getting updated correctly. Between 5:41 AM and 11:26 PM PST, CloudFront Real-time Metrics were not available. CloudFront’s Real-time Metrics are now available in CloudWatch. The backlog of CloudFront Access Logs and Reports will be backfilled over the next few hours. During this time, all end-user requests for content from our edge locations were not affected by this issue and were being served normally.</div>",[RESOLVED] Change Propagation and Invalidations Reporting Delay,AWS,2020,Amazon CloudFront,network,05:41,23:26,0,PST,UNKNOWN,we experienced longer than usual reporting delays for Invalidations and CloudFront configurations to edge locations,DELAY,UNKNOWN,
204,Amazon Route 53,"<div><span class=""yellowfg""> 5:44 PM PDT</span>&nbsp;On October 22, 2019, we detected and then mitigated a DDoS (Distributed Denial of Service) attack against Route 53. Due to the way that DNS queries are processed, this attack was first experienced by many other DNS server operators as the queries made their way through DNS resolvers on the internet to Route 53. The attack targeted specific DNS names and paths, notably those used to access the global names for S3 buckets.

Because this attack was widely distributed, a small number of ISPs operating affected DNS resolvers implemented mitigation strategies of their own in an attempt to control the traffic. This is causing DNS lookups through these resolvers for a small number of AWS names to fail. We are doing our best to identify and contact these operators, as quickly as possible, and working with them to enhance their mitigations so that they do not cause impact to valid requests. If you are experiencing issues, please contact us so we can work with your operator to help resolve.</div>",[RESOLVED] Further information regarding DNS resolution,AWS,2020,Amazon Route 53,network,,,,,UNKNOWN,"we detected and then mitigated a DDoS (Distributed Denial of Service) attack against Route 53. Due to the way that DNS queries are processed, this attack was first experienced by many other DNS server operators as the queries made their way through DNS resolvers on the internet to Route 53. The attack targeted specific DNS names and paths, notably those used to access the global names for S3 buckets. Because this attack was widely distributed, a small number of ISPs operating affected DNS resolvers implemented mitigation strategies of their own in an attempt to control the traffic. This is causing DNS lookups through these resolvers for a small number of AWS names to fail.",OTHERS,UNKNOWN,
244,Amazon CloudFront,"<div><span class=""yellowfg"">11:59 PM PST</span>&nbsp;We are investigating longer than usual propagation times for changes to CloudFront configurations. End-user requests for content from our edge locations are not affected by this issue and are being served normally.</div><div><span class=""yellowfg"">Jan 30, 12:15 AM PST</span>&nbsp;We have confirmed that we are seeing increased propagation times for changes to a few CloudFront edge locations. Majority of CloudFront edge locations are consuming configuration changes normally. End-user requests for content from our edge locations are not affected by this issue and are being served normally. </div><div><span class=""yellowfg"">Jan 30,  1:23 AM PST</span>&nbsp;Between January 29 9:12 PM and January 30 12:48 AM PST we experienced delays in propagation times for changes to CloudFront configurations. During this time end-user requests for content from our edge locations were not affected. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Change Propagation Delays,AWS,2020,Amazon CloudFront,network,21:12,12:48,1,PST,UNKNOWN,we experienced delays in propagation times for changes to CloudFront configurations.,DELAY,UNKNOWN,
163,Amazon Route 53,"<div><span class=""yellowfg"">May 10, 11:21 AM PDT</span>&nbsp;We are investigating increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.</div><div><span class=""yellowfg"">May 10, 11:28 AM PDT</span>&nbsp;We are investigating increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Create Hosted Zone, Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.</div><div><span class=""yellowfg"">May 10, 12:06 PM PDT</span>&nbsp;We continue to investigate increased propagation times of DNS edits to public and private Route 53 hosted zones, and increased failures for Create Hosted Zone, Delete Hosted Zone, Associate Private Hosted Zone and Disassociate Private Hosted Zone API and Console operations. Queries to existing DNS records are not affected by this issue.</div><div><span class=""yellowfg"">May 10, 12:35 PM PDT</span>&nbsp;We have identified the root cause and continue to work toward recovery. This may also impact provisioning workflows for other AWS services that use Route 53 for their DNS names. Queries to existing DNS records are not affected by this issue.</div><div><span class=""yellowfg"">May 10,  2:01 PM PDT</span>&nbsp;DNS updates are being accepted by the Route 53 API and Console, however an error is preventing the updates from being propagated from the Route53 API system to the live DNS servers. We have identified the root cause of this propagation error and are actively working towards resolution. This issue is impacting provisioning workflows for other AWS services that use Route 53 for their DNS names. Queries to DNS records present at the beginning of this issue are not affected and are being answered normally.</div><div><span class=""yellowfg"">May 10,  4:00 PM PDT</span>&nbsp;Some DNS changes are now propagating to the live DNS servers.  We continue to work towards full recovery.</div><div><span class=""yellowfg"">May 10,  5:18 PM PDT</span>&nbsp;We are observing steady recovery, with the oldest changes propagating first. We are continuing to work through the backlog of queued changes.</div><div><span class=""yellowfg"">May 10,  6:30 PM PDT</span>&nbsp;The backlog of queued changes continues to propagate. We have taken steps to accelerate recovery.</div><div><span class=""yellowfg"">May 10,  7:35 PM PDT</span>&nbsp;We have now propagated more than half of the backlog of queued changes and are continuing to work on the remainder.</div><div><span class=""yellowfg"">May 10,  8:23 PM PDT</span>&nbsp;We have processed the majority of the backlog of queued changes for Route 53 Public DNS. Private DNS changes are still experiencing propagation delays. Until we have fully recovered, customers may receive an error for the following APIs: CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone. We continue to work towards full recovery.</div><div><span class=""yellowfg"">May 10, 10:08 PM PDT</span>&nbsp;As of 8:34 PM PDT, we have resolved the issue resulting in Route 53 Public DNS propagation delays. At this time, Route 53 Private DNS changes are still experiencing propagation delays. Until we have fully recovered, customers will continue to receive errors for the following APIs: CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone.</div><div><span class=""yellowfg"">May 10, 11:51 PM PDT</span>&nbsp;We continue to make progress towards restoring propagation for Route 53 Private DNS changes and resolving increased API errors for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone Route 53 API calls. A majority of our hosts have processed all updates, and we are working to accelerate recovery of the remaining hosts.</div><div><span class=""yellowfg""> 1:41 AM PDT</span>&nbsp;We have restored propagation for Route 53 Private DNS changes. We continue to work on resolving increased API errors for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone, and DisassociateVPCFromHostedZone Route 53 API calls.</div><div><span class=""yellowfg""> 2:39 AM PDT</span>&nbsp;Between May 10 10:50 AM and May 11 2:18 AM PDT we experienced increased change propagation latency and elevated error rates for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone and DisassociateVPCFromHostedZone calls to the Route 53 API. During this entire duration there were no issues serving DNS queries. The issue has been resolved and the service is now operating normally.</div>",[RESOLVED] Change Propagation Delays & API Errors,AWS,2020,Amazon Route 53,network,10:50,02:18,1,PDT,UNKNOWN,"we experienced increased change propagation latency and elevated error rates for CreateHostedZone, DeleteHostedZone, AssociateVPCWithHostedZone and DisassociateVPCFromHostedZone calls to the Route 53 API.","ERROR, DELAY",UNKNOWN,
231,AWS Certificate Manager (N. Virginia),"<div><span class=""yellowfg""> 4:28 PM PST</span>&nbsp;We have identified the cause of the increased delays in validation and issuance for DNS validated domains in the US-EAST-1 Region and are working to mitigate the issue. Certificates can be requested but will be delayed in issuance.</div><div><span class=""yellowfg""> 4:58 PM PST</span>&nbsp;We continue to work towards mitigating the increased delays in validation and issuance for DNS validated domains in the US-EAST-1 Region. Certificates that are DNS validated can be requested but will be delayed in issuance.</div><div><span class=""yellowfg""> 6:20 PM PST</span>&nbsp;Between 3:05 PM and 6:11 PM PST we experienced increased delays in validation and issuance for DNS validated domains in the US-EAST-1 Region. The issue has been resolved and the service is operating normally. Certificates waiting for DNS validation which have proper CNAME entries in DNS will validate within the next 3 hours.</div>",[RESOLVED] Certificate Issuance Delays,AWS,2020,AWS Certificate Manager,security,15:05,18:11,0,PST,N. Virginia,we experienced increased delays in validation and issuance for DNS validated domains in the US-EAST-1 Region.,DELAY,UNKNOWN,
502,Amazon CloudFront,"<div><span class=""yellowfg""> 1:36 PM PDT</span>&nbsp;We’re investigating elevated SSL handshake failures from our CloudFront edge locations.</div><div><span class=""yellowfg""> 2:10 PM PDT</span>&nbsp;We have identified the cause of elevated SSL handshake failures from our CloudFront edge locations and are in the process of mitigating the issue.</div><div><span class=""yellowfg""> 2:58 PM PDT</span>&nbsp;We have identified the cause of elevated SSL handshake and BadRequest errors from our CloudFront edge locations and continue to work towards resolution.</div><div><span class=""yellowfg""> 3:45 PM PDT</span>&nbsp;Between 1:20 PM and 3:30 PM PDT, we experienced SSL Handshake and BadRequest errors to some CloudFront edge locations. The issue has been resolved and the service is operating normally.</div>",[RESOLVED] Elevated SSL Handshake Failures,AWS,2017,Amazon CloudFront,network,13:20,15:30,0,PDT,UNKNOWN,we experienced SSL Handshake and BadRequest errors to some CloudFront edge locations.,ERROR,UNKNOWN,
